name,author,latest_release,created,size,latest_game_version,categories,downloads,mod_loaders
Block Swap,Corgi_Taco,"Jun 20, 2023","Apr 8, 2021",300.46 KB,1.19.2,Server Utility | Ores and Resources | Biomes | World Gen,"2,309,261",Forge
FTB Filter System,FTB,"Aug 1, 2024","Nov 28, 2023",195.00 KB,1.21,API and Library | API and Library | Utility & QoL,"977,051","Fabric, NeoForge, Forge"
No Recipe Book,Adorn,"May 4, 2020","Jan 7, 2018",13.61 KB,1.15.2,Map and Information | Cosmetic | Miscellaneous,"30,306,351",-
Apothic Curios,Daripher,"Jul 3, 2024","Dec 16, 2023",12.07 KB,1.20.1,API and Library,"1,386,442",Forge
ExtraSounds Next,Arborsm,"Aug 19, 2024","Dec 5, 2023",209.54 KB,1.21.1,Cosmetic,"625,493","Forge, NeoForge, Fabric"
ProjectE Integration,TagnumElite,"Apr 3, 2024","Feb 6, 2019",214.37 KB,1.20.1,Utility & QoL | API and Library | Addons,"2,261,232",Forge
ForceCraft,Mrbysco,"Sep 2, 2024","Mar 9, 2021",2.06 MB,1.20.1,"Magic | Armor, Tools, and Weapons | World Gen","4,273,803","Forge, NeoForge"
Origins: Classes (Forge),DragonsPlus,"Dec 18, 2023","Apr 12, 2022",186.11 KB,1.20.1,Adventure and RPG | Addons,"2,018,612","Forge, NeoForge"
Create : Misc & Things,To0pa,"Sep 3, 2023","Jul 28, 2022",990.57 KB,1.20.1,"Addons | Technology | Armor, Tools, and Weapons | Create | MCreator","4,320,012","Forge, NeoForge"
BucketLib,thecech12,"Sep 7, 2024","Dec 25, 2021",150.47 KB,1.20.4,API and Library,"5,008,919","Forge, NeoForge, Fabric, Quilt"
GlitchCore,TheAdubbz,"Aug 25, 2024","Dec 29, 2023",319.75 KB,1.20.4,API and Library,"1,573,021","Forge, NeoForge, Fabric"
Blur (Forge),dimadencep,"Nov 28, 2023","Feb 8, 2023",64.76 KB,1.18.2,Cosmetic,"1,202,203","Forge, NeoForge"
Create Recycle Everything,nocubeyt,"Aug 21, 2023","Jun 10, 2023",87.21 KB,1.20.1,Create | MCreator | Technology | Utility & QoL | Ores and Resources,"2,843,292",Forge
Night Lights,joosh_7889,"Jul 26, 2023","Jul 27, 2022",418.18 KB,1.20.1,Cosmetic | Redstone,"2,679,745","Forge, Fabric"
Ping,Girafi,"Aug 24, 2024","Aug 2, 2014",76.26 KB,1.20.1,Miscellaneous,"7,400,807","Forge, NeoForge, Fabric"
Ender Utilities,masady,"Jun 10, 2020","Sep 16, 2014",1.65 MB,1.12.2,"Armor, Tools, and Weapons | Storage | Technology","16,931,592",Forge
Stuff A Sock In It,DarkhaxDev,"Oct 16, 2019","Mar 5, 2017",9.10 KB,1.13.2,Server Utility,"18,714,763",Forge
Fix Experience Bug (now with FABRIC and FORGE versions),MacTso,"Jun 15, 2023","May 27, 2021",3.13 KB,1.20.4,Dimensions | Cosmetic | Miscellaneous,"10,980,064","Forge, Fabric"
Bee Fix,MacTso,"Jun 18, 2024","Nov 18, 2021",28.21 KB,1.21,Structures | Farming | World Gen | Mobs,"2,510,319",Forge
NaNny (Fix NaN Health / Absorption),qther,"Jun 27, 2024","Jun 17, 2022",4.56 KB,1.21,Miscellaneous | Utility & QoL | Server Utility,"2,496,579","Forge, NeoForge"
Origins (Fabric),Apace,"Aug 30, 2024","Jun 26, 2020",2.95 MB,1.20.2,Adventure and RPG,"15,459,971","Fabric, Quilt"
Pocket Storage,Flanks255,"Sep 9, 2024","Mar 17, 2020",257.40 KB,1.21,Storage,"3,664,719","Forge, NeoForge"
Tom's Trading Network,tom54541,"Jul 14, 2024","Apr 25, 2023",218.25 KB,1.20.4,Server Utility | Automation,"3,385,366","Forge, Fabric, NeoForge"
KubeJS Mekanism,LatvianModder,"Sep 6, 2024","Nov 9, 2020",54.52 KB,1.19.2,KubeJS,"17,541,301","Forge, NeoForge"
FTB Chunks (Fabric),FTB,"Sep 10, 2024","Apr 16, 2021",814.05 KB,1.19.2,Map and Information | Server Utility,"7,351,462",Fabric
Jujutsu Craft (Sorcery Fight),Orca_san_,"Aug 23, 2024","Apr 15, 2021",14.04 MB,1.20.1,"Adventure and RPG | Armor, Tools, and Weapons | MCreator | Magic","4,970,482",Forge
Chargers,GoryMoon,"Jun 14, 2023","Mar 20, 2018",319.64 KB,1.20.1,Technology | Energy,"16,356,234","Forge, NeoForge"
FastQuit,KingContaria,"May 2, 2024","Nov 21, 2022",57.44 KB,1.21.1,Utility & QoL | Miscellaneous,"2,313,212","Fabric, Quilt"
Industrial Craft,sfPlayer1,"Jun 19, 2022","Mar 8, 2016",7.97 MB,1.12.2,"Technology | Farming | Armor, Tools, and Weapons | Ores and Resources | Processing","44,154,190",Forge
Connectedness,Asek3,"Apr 25, 2023","Apr 24, 2023",1.00 MB,1.18.2,API and Library | Cosmetic,"3,721,306",Forge
Nether Skeletons,GlitchedMastery,"Sep 10, 2024","Mar 24, 2021",241.25 KB,1.20.6,Dimensions | Miscellaneous | Mobs,"5,638,275","Forge, NeoForge"
Dyenamics and Friends,LobsterJonn,"May 31, 2024","Nov 23, 2022",5.55 MB,1.20.1,Utility & QoL | Cosmetic,"463,631","Forge, NeoForge"
Mekanism: Weapons,oMeranha_,"Aug 10, 2024","Oct 30, 2023",67.56 KB,1.21,"Technology | Armor, Tools, and Weapons | Addons","685,356","Forge, NeoForge"
Effortless Building,Requioss,"Dec 24, 2023","Sep 1, 2018",1.32 MB,1.20.1,"Utility & QoL | Armor, Tools, and Weapons","5,854,765","Forge, NeoForge"
Triumph,bloodnbonesgaming,"Nov 11, 2019","Aug 29, 2015",358.83 KB,1.12.2,Adventure and RPG | Map and Information,"16,716,416",-
Hunting Dimension,DarkhaxDev,"Jan 15, 2020","Dec 9, 2017",86.74 KB,1.12.2,Server Utility | Adventure and RPG | Mobs | Dimensions,"19,009,533",Forge
MNS - Moog's Nether Structures,finndog_123,"Jul 1, 2024","Jan 27, 2024",343.34 KB,1.21,Adventure and RPG | Cosmetic | World Gen | Structures,"1,025,059","Forge, Fabric, Quilt, NeoForge"
Lollipop,owmii,"Mar 9, 2021","Oct 15, 2019",667.51 KB,1.16.5,API and Library,"23,895,392",Forge
Global XP,bl4ckscor3,"Aug 19, 2024","May 29, 2017",44.41 KB,1.21.1,Storage | Cosmetic | Miscellaneous | Adventure and RPG,"11,462,818","Forge, Fabric, Quilt, NeoForge"
Builder's Delight (Forge),Tynoxs,"Mar 30, 2024","Jan 3, 2022",4.37 MB,1.20.1,Cosmetic,"2,325,162","Forge, NeoForge"
DnT Pillager Outpost Overhaul,Nova_Wostra,"Aug 12, 2024","Oct 7, 2023",503.97 KB,1.21.1,World Gen | Structures,"895,963","Fabric, Forge, NeoForge"
Bushier Flowers,Pandarix,"Dec 8, 2023","Sep 30, 2022",312.06 KB,1.20.2,Cosmetic | Utility & QoL | Farming,"1,908,352","Fabric, Forge, NeoForge"
NotEnoughIDs,fewizz_,"Apr 3, 2019","Aug 18, 2015",31.04 KB,1.12.2,Miscellaneous | Server Utility,"26,743,436",-
Chipped Express,DevDyna,"Aug 5, 2024","Nov 16, 2023",2.51 MB,1.21,Create | Addons | Utility & QoL | Applied Energistics 2,"518,808","Forge, NeoForge, Fabric"
Blood And Madness (A Bloodborne Inspired Mod),Nitespring,"Jun 28, 2023","Mar 24, 2021",8.06 MB,1.20.1,"Magic | Armor, Tools, and Weapons | Mobs | Adventure and RPG","5,559,179",Forge
Waxable Coral,Dhyces,"Jul 29, 2024","Feb 18, 2023",114.29 KB,1.20.1,Cosmetic,"481,899","Forge, Fabric, Quilt, NeoForge"
LiteWolfCore,LiteWolf101,"Aug 9, 2022","Aug 4, 2022",11.61 KB,1.16.5,API and Library | Utility & QoL,"4,189,651",Forge
Biome Spawn Point,Serilum,"Aug 9, 2024","Oct 30, 2022",47.11 KB,1.21.1,Adventure and RPG | Biomes | Server Utility,"1,807,360","Forge, Fabric, Quilt, NeoForge"
FancyMenu [Fabric] [MOVED TO NEW PROJECT],Keksuccino,"Jan 16, 2024","Nov 1, 2020",1.51 MB,1.19.2,API and Library | Miscellaneous,"16,339,556",Fabric
Epic Fight - Guandao Moveset,namelesslk,"Aug 15, 2024","Aug 9, 2023",123.68 KB,1.20.1,"Armor, Tools, and Weapons | Adventure and RPG | Addons","1,212,037",Forge
KubeJS Powah,BobVarioa,"Dec 3, 2023","Mar 17, 2023",7.65 KB,1.20.1,KubeJS | Energy,"699,787",Forge
Golems Are Friends Not Fodder,LobsterJonn,"Jun 10, 2023","Oct 2, 2022",12.75 KB,1.20.1,Mobs | Utility & QoL,"2,469,227","Forge, NeoForge"
Harder Spawners,MacTso,"Aug 1, 2024","Aug 1, 2020",54.55 KB,1.20.1,Adventure and RPG | Mobs,"2,290,052",Forge
Wabi-Sabi Structures (Forge),shadow_of_wights,"Jun 14, 2024","Oct 5, 2022",4.05 MB,1.21,World Gen | Structures,"1,953,009",Forge
Pineapple Delight,AmarokIce,"Sep 1, 2024","Oct 12, 2022",58.20 KB,1.21.1,Food | Farming,"3,701,528","Forge, Fabric, NeoForge"
Macaw's Holidays,sketch_macaw,"Aug 17, 2024","Oct 31, 2023",967.07 KB,1.21.1,Cosmetic,"1,376,902","Forge, Fabric, NeoForge"
Satako library,Krosenut,"Feb 25, 2024","Nov 17, 2017",103.12 KB,1.20.1,API and Library | Server Utility,"3,130,895",Forge
Advanced Mining Dimension,henkelmax,"Jan 4, 2024","Jul 28, 2019",135.23 KB,1.16.5,World Gen | Biomes | Dimensions | Server Utility,"7,555,849","Forge, NeoForge"
Piglin Proliferation,almightytallestred,"Aug 17, 2024","Aug 10, 2022",2.36 MB,1.21.1,Adventure and RPG | Mobs,"4,161,562","Forge, NeoForge"
Statues,ShyNieke,"Sep 6, 2024","Nov 4, 2016",2.12 MB,1.21.1,Cosmetic,"15,375,311","Forge, NeoForge"
Coloured Tooltips,DarkhaxDev,"Oct 1, 2022","Jan 19, 2018",14.25 KB,1.19.2,Cosmetic,"16,117,430","Forge, Fabric, Quilt"
Day Counter,AntrolGamingOfficial,"May 18, 2024","Dec 22, 2021",418.00 KB,1.20.4,Utility & QoL | Map and Information | Server Utility,"1,685,189","Forge, NeoForge"
KubeJS EnderIO,Relentless,"Aug 4, 2024","Sep 6, 2023",60.61 KB,1.20.1,KubeJS | API and Library | Technology | Addons,"1,234,087","Forge, NeoForge"
Create: Crystal Clear,singularity_cyvack,"Jun 6, 2024","Sep 6, 2022",195.36 KB,1.20.1,Create | Cosmetic | Technology,"3,643,380","Forge, NeoForge, Fabric, Quilt"
Delete Item,DoubleDoorDev,"Jun 10, 2023","Feb 19, 2021",8.37 KB,1.19.4,Utility & QoL | Server Utility,"4,081,474",Forge
Bountiful (Fabric),Ejektaflex,"Jul 1, 2024","Aug 29, 2021",643.61 KB,1.20.4,Adventure and RPG | Server Utility | World Gen,"8,083,134",Fabric
Curios Quark Oddities Backpack,6LeoY,"Feb 7, 2024","Feb 10, 2021",31.60 KB,1.20.1,"Addons | Armor, Tools, and Weapons | Storage | Cosmetic","3,199,146",Forge
Epic Fight - Impactful,namelesslk,"Sep 10, 2024","Dec 2, 2023",37.06 KB,1.20.1,Adventure and RPG | Addons,"1,250,967",Forge
Flan (Forge),flemmli97,"Aug 23, 2024","Jun 12, 2021",780.40 KB,1.21.1,Server Utility,"1,318,246","Forge, NeoForge"
TerraBlender (NeoForge),TheAdubbz,"Sep 2, 2024","Nov 19, 2023",110.67 KB,1.20.4,API and Library | World Gen | Biomes,"569,244",NeoForge
Why stacks of 16?,LaidBackSloth,"Dec 11, 2022","Aug 25, 2022",48.03 KB,1.20.4,Utility & QoL | Storage | Utility & QoL,"1,210,930","Forge, NeoForge, Fabric, Quilt"
Armourer's Workshop,RiskyKen,"Aug 14, 2024","Apr 13, 2015",3.39 MB,1.19.2,"Cosmetic | Armor, Tools, and Weapons","5,303,305","Fabric, Forge, NeoForge"
Cave Dust,LizCannotEven,"Jun 27, 2024","Mar 18, 2022",240.08 KB,1.21,Cosmetic,"1,347,144","Fabric, Forge"
Crafting Station: JEI Edition,Fureniku,"Sep 10, 2024","Dec 31, 2023",85.36 KB,1.20.1,Miscellaneous,"1,021,751",Forge
Jump Over Fences,Kreezxil,"Jun 25, 2024","Nov 29, 2020",24.05 KB,1.21.1,Miscellaneous,"4,685,158","Forge, Fabric, NeoForge"
Ex Deorum,thedarkcolour,"Aug 1, 2024","Aug 11, 2023",1.95 MB,1.21,Skyblock | World Gen | Technology,"1,008,713","Forge, NeoForge"
[ANGRY PIXEL] The Betweenlands,MrCompost,"Apr 8, 2023","Mar 28, 2016",135.64 MB,1.12.2,Structures | Mobs | Adventure and RPG | Dimensions | Biomes,"23,692,665",Forge
Rings of Ascension (Forge/NeoForge),focamacho,"Jun 22, 2024","Apr 27, 2020",368.38 KB,1.20.4,"Armor, Tools, and Weapons | Magic | Adventure and RPG | Addons","2,962,880","Forge, NeoForge"
The Wild Backport,blackgear27,"Sep 14, 2022","Oct 18, 2021",14.09 MB,1.18.2,World Gen,"5,794,983","Forge, Fabric, Quilt"
Team ProjectE,6LeoY,"Jun 6, 2024","Oct 17, 2022",48.66 KB,1.20.1,Magic | Addons | Storage,"1,499,583","Forge, NeoForge"
Habitat,schnappdragon,"Apr 27, 2024","Nov 27, 2020",848.30 KB,1.20.1,World Gen | Food | Mobs | Structures | Biomes,"4,720,564","Forge, NeoForge"
Custom Villager Trades (Forge),SpaceCat_97,"May 30, 2024","Mar 31, 2021",54.55 KB,1.20.4,Addons | Server Utility | Adventure and RPG,"4,551,499",Forge
Tetra's Delight,hyperlynx01,"Nov 9, 2023","Apr 3, 2023",4.99 KB,1.19.2,"Armor, Tools, and Weapons | Armor, Tools, and Weapons","2,585,363","Forge, NeoForge"
Equipment Compare [Fabric],Grend_G,"Aug 3, 2024","Oct 26, 2021",38.29 KB,1.21,"Cosmetic | Armor, Tools, and Weapons | Map and Information | Miscellaneous | Utility & QoL","12,183,930",Fabric
Goblin Traders [Fabric],MrCrayfish,"Oct 17, 2023","Sep 2, 2022",305.05 KB,1.20.1,Adventure and RPG | World Gen | Mobs,"4,868,463",Fabric
GottschCore,gottsch,"Aug 22, 2024","Jul 19, 2017",177.40 KB,1.20.1,API and Library,"12,015,675","Forge, Fabric, NeoForge"
Inmis,Draylar1,"Sep 9, 2024","Mar 23, 2020",130.39 KB,1.21.1,Storage,"11,573,136",Fabric
AntiGhost,Giselbaer,"Dec 13, 2023","Jul 29, 2017",47.47 KB,1.20.4,Map and Information,"10,738,357","Forge, Fabric"
Castle in the Sky,songxia23,"Jan 16, 2024","Jun 22, 2021",3.99 MB,1.20.1,World Gen | Structures | Map and Information | Adventure and RPG,"6,064,829","Forge, NeoForge"
CreateStuffAdditions Fix,Noobanidus,"Aug 2, 2024","Apr 21, 2024",4.76 KB,1.18.2,Server Utility,"432,192",Forge
K-Turrets,Krosenut,"Sep 1, 2024","Oct 13, 2021",909.49 KB,1.18.2,Mobs,"2,376,770",Forge
ItemZoom,mezz,"Jul 16, 2024","Feb 27, 2017",23.77 KB,1.21,Map and Information | Cosmetic,"4,690,890","Forge, NeoForge"
NaN Health Fixer,pOtAto__bOy,"Dec 15, 2023","Feb 19, 2023",2.27 KB,1.12.2,Bug Fixes | Server Utility | Utility & QoL,"1,367,727",Forge
Armor Toughness Bar,tfarecnim,"Jan 17, 2023","Feb 10, 2019",12.49 KB,1.19.3,"Armor, Tools, and Weapons","18,097,830",Forge
Capsule,Lythom,"Jul 14, 2024","Aug 25, 2015",347.98 KB,1.19.2,"Armor, Tools, and Weapons | Structures | Adventure and RPG | Miscellaneous","6,135,761","Forge, NeoForge"
Useful Slime (NeoForge/Fabric),MincraftEinstein,"Aug 27, 2024","Nov 5, 2020",598.16 KB,1.21.1,"Player Transport | Tinker's Construct | Armor, Tools, and Weapons","1,085,026","Forge, NeoForge, Fabric"
Create Utilities (Fabric/Forge),duquee___,"Apr 2, 2024","Jun 28, 2023",347.39 KB,1.18.2,"Storage | Energy, Fluid, and Item Transport | Technology | Addons | Create","1,656,948","Fabric, Forge"
Vanilla Expanded - Orcz,duke2die4,"Oct 25, 2023","Feb 20, 2022",2.31 MB,1.20.1,Adventure and RPG | Mobs,"5,334,825",Forge
Just Dire Things,Direwolf20,"Sep 11, 2024","Apr 13, 2024",2.46 MB,1.21.1,"Armor, Tools, and Weapons | Energy | Automation | Technology","666,607",NeoForge
[Legacy] GeckoLib Fabric,Gecko,"Jul 1, 2021","Jul 29, 2020",3.38 MB,1.16.5,API and Library,"2,993,437",-
Gobber [NEOFORGE/FORGE],kwpugh,"Aug 16, 2024","Aug 27, 2018",662.68 KB,1.21.1,"Ores and Resources | Food | Armor, Tools, and Weapons | Magic | Player Transport","5,752,172","Forge, NeoForge"
Paladin's Furniture,UnlikePaladin,"Mar 2, 2024","Aug 21, 2022",5.29 MB,1.20.4,Utility & QoL | Storage | Cosmetic,"5,603,481","Fabric, Quilt, Forge, NeoForge"
TOP Addons,DrManganese,"Feb 25, 2023","Jul 6, 2016",237.89 KB,1.12.2,Map and Information | Addons,"37,685,643",Forge
Ranged Weapon API,daedelus_dev,"Sep 11, 2024","Jan 15, 2024",114.90 KB,1.21.1,"Armor, Tools, and Weapons | API and Library","1,194,018",Fabric
Better Foliage Renewed,EERussianguy,"Aug 22, 2024","Apr 11, 2021",378.94 KB,1.21,Cosmetic,"2,047,761","Forge, NeoForge"
Roguelike Dungeons,Greymerk,"Oct 21, 2017","Jun 21, 2014",684.78 KB,1.12.2,Adventure and RPG | Structures,"32,357,089",-
Macaw's Furnitures - Biomes O' Plenty,Samlegamer_,"Aug 20, 2024","Oct 2, 2022",3.28 MB,1.21.1,Addons | Cosmetic,"2,519,919","Forge, Fabric, NeoForge"
ProbeJS,Amygdaloideae,"Sep 7, 2024","Mar 2, 2022",3.98 MB,1.21.1,Map and Information | KubeJS,"2,341,458","Forge, Fabric, NeoForge"
Proportional Destruction Particles,Phylogeny,"Oct 29, 2018","Jul 25, 2018",190.44 KB,1.12.2,Cosmetic,"12,980,774",-
Decocraft,RazzleberryFox,"Jun 2, 2024","May 8, 2014",16.19 MB,1.12.2,Storage | Cosmetic | Adventure and RPG,"44,842,798",Forge
AbyssalCraft,Shinoow,"Jun 28, 2024","Mar 13, 2013",13.63 MB,1.12.2,Biomes | Magic | Mobs | Adventure and RPG | Dimensions,"20,679,062",-
MC Story Mode Armors [Forge / Fabric],chronos_sacaria,"Apr 9, 2023","Feb 2, 2021",205.09 KB,1.19.3,"Adventure and RPG | Armor, Tools, and Weapons | Cosmetic","5,297,160","Fabric, Forge"
Legacy: [Let's Do] Candlelight,satisfy,"Jun 14, 2024","Apr 6, 2023",2.49 MB,1.20.1,Farming | Food | Cosmetic | Food | Cosmetic | Farming | Storage | Storage,"1,937,968","Fabric, Quilt, Forge, NeoForge"
Litematica,masady,"Aug 21, 2024","Dec 13, 2018",1019.79 KB,1.21.1,Map and Information | Cosmetic | Structures,"8,256,069","Rift, Fabric, Quilt"
Marbled's Arsenal [MA],MarbledNull,"Jul 18, 2024","Dec 26, 2022",513.74 KB,1.20.1,"Adventure and RPG | Cosmetic | Armor, Tools, and Weapons","1,871,993",Forge
Abundance,team_aurora_modding,"Mar 25, 2021","Mar 2, 2021",649.59 KB,1.16.5,Biomes | Cosmetic,"5,756,763",Forge
Easy NPC,Kaworru,"Sep 7, 2024","Dec 22, 2021",1.44 MB,1.21.1,Adventure and RPG | API and Library,"1,018,560","Forge, NeoForge, Fabric, Quilt"
AE2 QoL Recipes,Christofmeg,"Aug 9, 2024","Aug 27, 2023",104.23 KB,1.21.1,Addons | Utility & QoL | Applied Energistics 2,"568,675","Forge, NeoForge, Fabric, Quilt"
Danny's Expansion,BottomTextDanny,"Jun 7, 2022","Dec 5, 2020",16.63 MB,1.18.2,Mobs | World Gen,"7,039,075",Forge
Pam's HarvestCraft 2 - Food Extended,pamharvestcraft,"Jul 31, 2024","Aug 14, 2020",1.88 MB,1.21,Food,"12,789,524","Forge, NeoForge"
Regrowth,MacTso,"Aug 22, 2024","May 7, 2020",102.96 KB,1.21.1,Adventure and RPG | Biomes | World Gen,"4,304,304","Forge, Fabric, NeoForge"
Lucent,ModdingLegacy,"May 15, 2024","Jun 12, 2021",210.78 KB,1.20.4,Cosmetic | API and Library,"1,562,690","Forge, NeoForge"
Oreberries Replanted,Mrbysco,"Aug 7, 2024","Mar 7, 2021",363.14 KB,1.21.1,Ores and Resources | Farming,"2,763,532","Forge, NeoForge"
Loot Journal,Obscuria,"May 7, 2024","Nov 11, 2022",32.17 KB,1.20.1,Adventure and RPG | Utility & QoL | Map and Information | Cosmetic,"2,178,021",Forge
Together Forever,Buuz135,"Apr 19, 2019","Jan 23, 2018",73.68 KB,1.12.2,API and Library,"14,937,413",-
Quickstack,tfarecnim,"Aug 10, 2023","Dec 13, 2019",39.76 KB,1.20.1,Storage,"2,546,979",Forge
Bigger Stacks,thanksihadtosignupforthis,"Nov 11, 2023","Jan 6, 2022",679.04 KB,1.20.1,Utility & QoL | API and Library,"1,206,039",Forge
Mimic Mod,RedrixTTV,"Nov 25, 2022","Apr 26, 2021",79.42 KB,1.19.2,World Gen | Adventure and RPG | Structures | Storage | Mobs,"4,094,806","Forge, Fabric, Quilt"
Diagonal Windows [Forge & Fabric],Fuzs,"Aug 12, 2024","Jul 20, 2023",161.82 KB,1.21,Utility & QoL,"1,382,311","Forge, Fabric, NeoForge"
KubeJS Immersive Engineering,LatvianModder,"Nov 6, 2023","Nov 23, 2020",52.30 KB,1.19.2,KubeJS,"17,765,342",Forge
Thirst Was Taken,ghenghen_,"Jul 27, 2024","Sep 24, 2022",202.41 KB,1.20.1,Food,"1,583,960","Forge, NeoForge"
AECapFix,ninety,"Jun 12, 2024","Sep 19, 2023",37.59 KB,1.19.2,Utility & QoL | Applied Energistics 2,"1,274,632","Forge, NeoForge"
Advancement Plaques [Fabric],Grend_G,"Aug 10, 2024","Aug 13, 2021",189.87 KB,1.19.2,Cosmetic | Miscellaneous | Utility & QoL | Map and Information,"9,381,275",Fabric
Rebind Narrator,quat,"Oct 20, 2023","Jun 29, 2018",15.61 KB,1.20.1,Miscellaneous,"7,790,656","Fabric, Quilt, Forge"
Underground Bunkers,Aureljz,"Aug 14, 2024","Jan 13, 2024",279.47 KB,1.21.1,Structures | Technology | Adventure and RPG,"661,951","Fabric, Forge, NeoForge"
Functional Armor Trim,tfarecnim,"Aug 28, 2024","Mar 16, 2023",44.32 KB,1.21.1,"Armor, Tools, and Weapons | Utility & QoL","774,507","Forge, Fabric, NeoForge"
Wares,mortuusars,"Apr 20, 2024","Mar 19, 2023",453.70 KB,1.20.1,Automation | Technology,"1,976,066","Forge, NeoForge"
[FORGE/FABRIC] Armor Curve,TheRealJackiecrazy,"Oct 12, 2023","Apr 19, 2020",110.39 KB,1.20.1,Miscellaneous,"3,166,492","Forge, Fabric, NeoForge"
Custom NPCs,Noppes_,"May 15, 2022","Jun 28, 2014",11.88 MB,1.16.5,"Armor, Tools, and Weapons | Adventure and RPG","23,663,928",-
Chisel Reborn [Forge/Fabric/NeoForge],Slaincow,"Aug 27, 2024","Dec 2, 2021",7.52 MB,1.21.1,Cosmetic,"2,186,841","Fabric, Quilt, Forge, NeoForge"
Polytone,MehVahdJukaar,"Sep 11, 2024","Jan 5, 2024",618.25 KB,1.21.1,Utility & QoL | Cosmetic,"844,440","Forge, NeoForge, Fabric"
Follow Me,smileycorp,"Jun 20, 2024","Apr 2, 2021",50.51 KB,1.21,Mobs | Adventure and RPG | Server Utility,"5,575,277","Forge, NeoForge"
SlimyBoyos,Jaredlll08,"Aug 13, 2024","Nov 16, 2017",38.16 KB,1.21.1,"Armor, Tools, and Weapons | Mobs | Cosmetic","14,468,493","Forge, Fabric, NeoForge"
Create Chunkloading,embeddedt,"Aug 6, 2023","Jun 15, 2021",17.83 KB,1.20.1,Technology | Automation,"4,966,779","Forge, Fabric"
Strictly Origins [FORGE],OrangeJewce92,"Jul 14, 2024","Jul 25, 2022",190.25 KB,1.19.2,Cosmetic | Adventure and RPG | Addons,"1,294,564",Forge
Beautify!,Pandarix,"Feb 29, 2024","Jun 13, 2022",820.91 KB,1.20.4,Cosmetic | Farming | Utility & QoL,"2,868,268","Forge, NeoForge"
DnT Ancient City Overhaul,Nova_Wostra,"Aug 12, 2024","Oct 7, 2023",923.34 KB,1.21.1,Structures | World Gen,"782,526","Fabric, Forge, NeoForge"
Cloud  Storage,sbom_xela,"Jun 11, 2023","Apr 8, 2022",2.02 MB,1.20.1,Mobs | Storage | Utility & QoL,"4,361,771",Forge
Epic Fight Knuckles Extended,Edemstreij,"Apr 21, 2024","Jun 28, 2023",82.70 KB,1.20.1,"Armor, Tools, and Weapons | Addons | MCreator","1,083,510",Forge
Better Golems,bagu_chan500,"Jan 14, 2024","Jan 2, 2019",198.85 KB,1.20.4,Mobs | Cosmetic,"5,717,706","Forge, NeoForge"
No Ruined Nether Portals,dreams01,"Apr 24, 2024","Apr 24, 2024",22.94 KB,1.20.1,World Gen | Structures,"693,540",Forge
Nyctophobia (FORGE),finallion_13,"Jun 17, 2023","Feb 28, 2022",271.61 KB,1.20.1,Ores and Resources | Biomes | Adventure and RPG,"2,676,406",Forge
Chaos Awakens,FunkyMonk164,"Sep 5, 2024","Apr 25, 2021",10.79 MB,1.16.5,Structures | Ores and Resources | Mobs | Dimensions | World Gen,"2,235,080",Forge
Gazebos (RPG Series),daedelus_dev,"Sep 9, 2024","May 24, 2023",183.45 KB,1.21.1,World Gen | Adventure and RPG | Structures,"2,561,491",Fabric
Better End Cities Vanilla,TheArchitects777,"Jul 23, 2024","Jan 8, 2024",1.39 MB,1.21,World Gen | Structures,"396,101","Fabric, Forge"
Armor Adjustment,PerpetualEve,"Feb 13, 2023","Jan 17, 2023",5.49 KB,1.19.4,"Armor, Tools, and Weapons","2,027,911",Forge
Better Burning,DarkhaxDev,"Mar 8, 2024","Dec 2, 2019",12.57 KB,1.20.4,Miscellaneous | Server Utility | Adventure and RPG | Mobs,"11,478,335","Forge, NeoForge"
Straw Golem Rebaled - Forge,CommodoreThrawn,"Jul 2, 2024","Jun 4, 2020",937.78 KB,1.16.5,Farming | Mobs,"16,459,016","Forge, NeoForge"
Epicfight - Dual GreatSword,reascer,"Feb 11, 2024","Aug 2, 2022",1.10 MB,1.20.1,"Armor, Tools, and Weapons | Addons | Adventure and RPG","3,916,061",Forge
Bygone Nether (Fabric),izofar,"Sep 27, 2023","Nov 16, 2022",7.13 MB,1.20.1,"Structures | Mobs | Armor, Tools, and Weapons","4,057,239",Fabric
V-Tweaks,oitsjustjose,"Aug 3, 2024","Nov 18, 2015",149.90 KB,1.20.1,Miscellaneous | Adventure and RPG,"10,387,916",Forge
JEI Bees,bdew,"Feb 14, 2022","Aug 5, 2016",114.73 KB,1.12.2,Map and Information | Forestry,"33,801,514",Forge
Just Enough Energistics (JEE),TheRealp455w0rd,"Sep 13, 2019","Jan 8, 2019",22.18 KB,1.12.2,"Applied Energistics 2 | Map and Information | Energy, Fluid, and Item Transport","21,939,270",Forge
UniLib,CDAGaming_,"Sep 6, 2024","Jul 4, 2024",1.11 MB,Client,API and Library | Utility & QoL,"324,561","Fabric, Forge, Flint Loader, Rift, Quilt"
Project Intelligence,brandon3055,"Mar 9, 2022","Oct 30, 2018",462.84 KB,1.12.2,Map and Information,"13,768,586",-
SolarGeneration,3divad99,"Jul 1, 2024","Aug 20, 2019",155.49 KB,1.21,"Technology | Energy | Energy, Fluid, and Item Transport","4,341,006","Forge, NeoForge"
BlockCarpentry,PianoManu,"Feb 9, 2024","Aug 12, 2020",2.88 MB,1.18.2,Cosmetic,"14,097,078",Forge
